2019-10-25 10:39:12,179 계산식 : 1 + 3 - 10 * 3
2019-10-25 10:39:12,179 결과 : 4
2019-10-25 10:39:12,179 결과 : -6
2019-10-25 10:39:12,179 결과 : -18
2019-10-25 10:39:23,487 계산식 : 3 + 9 - 10 * 10
2019-10-25 10:39:23,488 결과 : 12
2019-10-25 10:39:23,488 결과 : 2
2019-10-25 10:39:23,488 결과 : 20
2019-10-25 10:39:27,106 파일 열기 : cal.txt
2019-10-25 10:39:27,106 결과 : 4
2019-10-25 10:39:27,106 결과 : 16
2019-10-25 10:39:27,106 결과 : 6
2019-10-25 10:39:27,106 결과 : 17.1
2019-10-25 10:39:28,518 프로그램 종료
